name,country_iso2,lat,lon,population
Târgu Trotuş,RO,46.26667,26.66667,5305
Târgu Secuiesc,RO,46.0,26.13333,20067
Târgu Ocna,RO,46.27899,26.61301,13127
Târgu Neamţ,RO,47.2,26.36667,20473
Târgu Mureş,RO,46.54245,24.55747,212752
Târgu Jiu,RO,45.05,23.28333,73545
Târgu Frumos,RO,47.2,27.0,13797
Târgu Cărbuneşti,RO,44.95,23.51667,8646
Târgşoru Vechi,RO,44.86667,25.91667,8460
Târgovişte,RO,44.92543,25.4567,66965
Timişoara,RO,45.75372,21.22571,250849
Tileagd,RO,47.06667,22.2,6994
Ţigăneşti,RO,43.9,25.36667,5397
Ţifeşti,RO,45.85,27.1,5202
Ţicleni,RO,44.88333,23.4,5250
Ţibăneşti,RO,46.91667,27.33333,7662
Ţibana,RO,46.98333,27.33333,7098
Telega,RO,45.13333,25.78333,6358
Telciu,RO,47.43333,24.4,5314
Teiuş,RO,46.2,23.68333,7112
Tecuci,RO,45.84973,27.43441,41154
Techirghiol,RO,44.05,28.6,7083
Teaca,RO,46.91667,24.51667,5954
Tătăruşi,RO,47.35,26.6,5651
Tătărani,RO,45.0,25.26667,5422
Tăşnad,RO,47.48333,22.58333,9466
Tărtăşeşti,RO,44.57722,25.81278,5066
Tărlungeni,RO,45.63333,25.75,7219
Ţăndărei,RO,44.64128,27.65635,12761
Tanacu,RO,46.68333,27.81667,5986
Tamaşi,RO,46.48333,26.98333,6330
Tămăşeni,RO,46.98333,26.93333,8292
Tălmaciu,RO,45.66714,24.26464,5849
Suseni,RO,46.66667,25.55,5079
Suraia,RO,45.68333,27.4,7770
Suharău,RO,48.13333,26.41667,5356
Suciu de Sus,RO,47.43333,24.03333,6125
Suceava,RO,47.63333,26.25,84308
Stulpicani,RO,47.46667,25.76667,6234
Strehaia,RO,44.61667,23.2,11607
Straja,RO,47.91667,25.55,5304
Storeşti,RO,47.55,26.86667,11806
Stolniceni-Prăjescu,RO,47.19858,26.7481,5625
Stâlpeni,RO,45.05,24.96667,5088
Ştefăneşti-Sat,RO,47.79548,27.19542,5607
Ştefăneşti,RO,44.86506,24.94961,12837
Starchiojd,RO,45.31667,26.18333,6592
Stănileşti,RO,46.61833,28.17139,5874
Sovata,RO,46.58333,25.06667,11465
Şomcuta Mare,RO,47.51667,23.46667,7584
Snagov,RO,44.7,26.18333,6126
Smeeni,RO,44.98333,26.85,7015
Slobozia Bradului,RO,45.5,27.05,5060
Slobozia,RO,44.52527,25.24263,5045
Slatina,RO,47.45,26.01667,5196
Slatina,RO,44.43333,24.36667,63487
Slănic,RO,45.25,25.93333,6967
Şirna,RO,44.8,25.95,5331
Şiria,RO,46.26667,21.63333,8004
Siret,RO,47.95,26.06667,9246
Şipote,RO,47.46667,27.21667,5800
Sântana,RO,46.35,21.5,12706
Sânpetru Mare,RO,46.04515,20.81834,5782
Sânpetru,RO,45.71082,25.63678,15000
Sânnicolau Mare,RO,46.08333,20.63333,12888
Sângeru,RO,45.13333,26.35,5271
Sângeorz-Băi,RO,47.3685,24.67212,8244
Sângeorgiu de Mureş,RO,46.5696,24.59453,7776
Sândominic,RO,46.584,25.78028,6306
Sâncraiu de Mureş,RO,46.55119,24.52663,6161
Sâncrăieni,RO,46.31439,25.83941,6105
Sânandrei,RO,45.85306,21.16806,5302
Sinaia,RO,45.35,25.55,11918
Şimleu Silvaniei,RO,47.23333,22.8,15721
Şimian,RO,44.61417,22.70722,9434
Simeria,RO,45.85,23.01667,13827
Sihlea,RO,45.5,27.11667,5354
Sighetu Marmaţiei,RO,47.93195,23.88603,40653
Siculeni,RO,46.41667,25.75,6807
Sibiu,RO,45.8,24.15,134309
Sfântu Gheorghe,RO,45.86667,25.78333,50080
Seini,RO,47.75,23.28333,10382
Segarcea,RO,44.1,23.75,7944
Secusigiu,RO,46.08333,20.98333,5748
Sebiş,RO,46.36667,22.11667,6168
Sebeş,RO,45.95646,23.571,27246
Scorţeni,RO,45.1,25.85,5995
Scorniceşti,RO,44.56667,24.55,12456
Scobinţi,RO,47.402,26.912,7618
Văleni,RO,46.59488,28.06461,6723
Scheia,RO,47.65,26.23333,7533
Săvineşti,RO,46.85,26.46667,6012
Săveni,RO,47.95,26.86667,8126
Săveni,RO,44.6,27.65,5579
Satu Mare,RO,47.79926,22.86255,112490
Satulung,RO,47.56667,23.43333,5334
Sascut,RO,46.2,27.1,10031
Săsciori,RO,45.86667,23.58333,5822
Sărmaşu,RO,46.75,24.16667,7371
Şărmăşag,RO,47.35,22.83333,6400
Sarichioi,RO,44.95,28.85,7483
Sanislău,RO,47.63333,22.33333,5072
Salonta,RO,46.8,21.65,17561
Săliştea de Sus,RO,47.65,24.35,5119
Sălişte,RO,45.79633,23.88677,5660
Salcea,RO,47.65,26.36667,8655
Sagna,RO,46.98333,27.01667,7443
Săgeata,RO,45.1,26.98333,5427
Sadova,RO,43.9,23.95,8277
Săcueni,RO,47.35,22.1,7075
Săcele,RO,45.61674,25.71101,29918
Săcălaz,RO,45.75833,21.11222,6176
Săbăoani,RO,47.01135,26.86536,10218
Ruscova,RO,47.79289,24.28546,5183
Rupea,RO,46.03333,25.21667,5610
Runcu,RO,45.11667,23.13333,5760
Ruginoasa,RO,47.25,26.85,6220
Rucăr,RO,45.4,25.16667,6142
Roznov,RO,46.83333,26.51667,8688
Rozavlea,RO,47.73333,24.21667,6076
Pecica,RO,46.16667,21.06667,12804
Rovinari,RO,44.91667,23.18333,12259
Roșiorii de Vede,RO,44.11667,24.98333,27416
Roseţi,RO,44.21482,27.44848,5843
Roman,RO,46.92119,26.92646,67819
Rodna,RO,47.41667,24.81667,6218
Roata de Jos,RO,44.41083,25.54333,8350
Râşnov,RO,45.58333,25.45,15253
Râmnicu Vâlcea,RO,45.1,24.36667,93151
Râmnicu Sărat,RO,45.38333,27.05,38526
Râfov,RO,44.86667,26.13333,5472
Reşiţa,RO,45.30083,21.88917,81228
Remetea,RO,46.78333,25.45,6225
Reghin-Sat,RO,46.78333,24.71667,35490
Rediu,RO,47.21667,27.5,6548
Rediu,RO,46.75598,26.56254,5182
Recea,RO,47.63333,23.51667,5360
Recaş,RO,45.79889,21.50083,8508
Răzvad,RO,44.93333,25.53333,8305
Răuceşti,RO,47.25,26.41667,8204
Răşinari,RO,45.7,24.06667,5403
Răducăneni,RO,46.95,27.93333,7706
Radovanu,RO,44.2,26.51667,5065
Rădăuți,RO,47.85,25.91667,23822
Răchitoasa,RO,46.43333,27.36667,5009
Răcari,RO,44.63333,25.73333,6828
Răcăciuni,RO,46.33333,26.98333,7839
Puieşti,RO,46.42867,27.48976,5050
Pucioasa,RO,45.07807,25.43232,14971
Puchenii Mari,RO,44.81667,26.08333,8869
Preuteşti,RO,47.45,26.41667,9048
Prejmer,RO,45.71667,25.76667,8106
Predeal,RO,45.5,25.56667,5615
Praid,RO,46.55,25.13333,6739
Potlogi,RO,44.55,25.58333,8299
Potcoava,RO,44.48333,24.65,6022
Poşta Câlnău,RO,45.23333,26.85,5982
Popricani,RO,47.3,27.51667,6752
Popeşti-Leordeni,RO,44.38333,26.16667,15279
Popeşti,RO,47.23333,22.41667,8386
Poienile de sub Munte,RO,47.81667,24.43333,9865
Poiana Teiului,RO,47.1,25.96667,5145
Poiana Mare,RO,43.91667,23.06667,12633
Poiana Lacului,RO,44.81667,24.73333,6705
Poiana Câmpina,RO,45.127,25.711,5254
Pogoanele,RO,44.91667,27.0,7777
Podu Turcului,RO,46.2,27.38333,5081
Poduri,RO,46.46667,26.53333,7937
Podu Iloaiei,RO,47.21667,27.26667,9752
Podoleni,RO,46.8,26.61667,5520
Podari,RO,44.25,23.78333,6302
Plosca,RO,44.03333,25.13333,6404
Plopşoru,RO,44.78333,23.35,6576
Plopeni,RO,45.04955,25.95202,7718
Ploieşti,RO,44.95,26.01667,180540
Pleniţa,RO,44.21667,23.18333,5260
Piteşti,RO,44.85,24.86667,141275
Piscu Vechi,RO,43.9,23.16667,5445
Piscu,RO,45.5,27.73333,5002
Pârscov,RO,45.28333,26.55,5968
Pârjol,RO,46.58333,26.6,6688
Pipirig,RO,47.25,26.06667,8569
Pâncota,RO,46.33333,21.7,7133
Pietroşani,RO,45.18333,24.85,5871
Piatra Şoimului,RO,46.83333,26.43333,7848
Piatra Olt,RO,44.36667,24.26667,6313
Piatra Neamţ,RO,46.91667,26.33333,102688
Petroşani,RO,45.41667,23.36667,44187
Petrila,RO,45.45,23.41667,25234
Petricani,RO,47.16667,26.46667,5580
Petreşti,RO,44.65,25.33333,6020
Perişoru,RO,44.45,27.55,5535
Periş,RO,44.68472,26.01389,7235
Perieni,RO,46.3,27.61667,5258
Periam,RO,46.05,20.86667,6563
Peretu,RO,44.05,25.08333,7816
Pechea,RO,45.63333,27.8,11287
Păuneşti,RO,46.03333,27.1,6778
Păuleşti,RO,45.00084,25.95989,5069
Pantelimon,RO,44.45,26.2,16206
Pănet,RO,46.55514,24.46973,5880
Panciu,RO,45.9,27.08333,8810
Păltinoasa,RO,47.55,25.95,5635
Padeş,RO,45.01667,22.85,5071
Ovidiu,RO,44.258,28.56083,13257
Otopeni,RO,44.55,26.06667,10332
Oţelu Roşu,RO,45.53333,22.36667,11482
Ostroveni,RO,43.8,23.9,5731
Ostrov,RO,44.11667,27.36667,5516
Osica de Sus,RO,44.25,24.31667,5351
Orşova,RO,44.72299,22.39619,12350
Orbeasca de Sus,RO,44.15,25.31667,8203
Oraviţa,RO,45.0325,21.68944,12332
Oraşu Nou,RO,47.83333,23.28333,6737
Orăştie,RO,45.83333,23.2,20763
Oradea,RO,47.0458,21.91833,183105
Olteniţa,RO,44.08333,26.63333,22624
Oituz,RO,46.2,26.61667,9596
Odorheiu Secuiesc,RO,46.3,25.3,36532
Odobeşti,RO,45.76667,27.05,8026
Odobeşti,RO,44.61667,25.56667,5211
Ocna Mureş,RO,46.38333,23.85,15316
Nuşfalău,RO,47.2,22.73333,5436
Novaci,RO,44.30109,25.98632,5431
Nimigea de Sus,RO,47.28333,24.31667,5457
Nicoreşti,RO,45.93223,27.30866,6147
Nicolae Bălcescu,RO,46.46667,26.91667,10140
Nehoiu,RO,45.41667,26.3,11350
Negru Vodă,RO,43.81667,28.2,5585
Negreşti-Oaş,RO,47.86667,23.43333,13456
Negreşti,RO,46.83333,27.43333,10043
Năvodari,RO,44.31667,28.6,33106
Năsăud,RO,47.28333,24.4,10380
Nădlac,RO,46.16667,20.75,8067
Murgeni,RO,46.20444,28.01972,7665
Murfatlar,RO,44.18333,28.41667,10906
Munteni,RO,45.93333,27.43333,9760
Mugeni,RO,46.25,25.21667,5784
Motru,RO,44.80333,22.97194,22319
Moţca,RO,47.25,26.61667,5095
Moţăţei,RO,44.08333,23.2,7898
Moroeni,RO,45.21667,25.43333,5042
Moreni,RO,44.98301,25.64415,20596
Moldova Nouă,RO,44.7375,21.66694,13263
Moisei,RO,47.65562,24.54011,8877
Moineşti,RO,46.47523,26.48907,23981
Mogoşoaia,RO,44.52917,26.0,5304
Modelu,RO,44.19574,27.3872,9672
Moceşti,RO,45.05,26.25,5100
Mizil,RO,45.01667,26.45,15532
Miroslava,RO,47.15,27.51667,8127
Mireşu Mare,RO,47.5,23.33333,5054
Mirceşti,RO,47.08333,26.83333,6797
Călăraşi,RO,44.2051,27.31356,6687
Mircea Vodă,RO,44.28333,28.16667,6983
Mânăstirea,RO,44.21667,26.9,6123
Milişăuţi,RO,47.78333,26.0,8399
Milcovul,RO,45.65,27.25,8547
Mihai Viteazu,RO,46.53333,23.75,5659
Mihail Kogălniceanu,RO,44.68333,27.73333,6181
Mihail Kogălniceanu,RO,44.36798,28.46,9970
Mihăileşti,RO,44.32667,25.90833,7506
Mihăileni,RO,47.96667,26.15,5037
Mihăeşti,RO,45.11667,25.0,5825
Mihăeşti,RO,45.03333,24.25,6263
Miercurea Nirajului,RO,46.53333,24.8,5741
Miercurea-Ciuc,RO,46.35,25.8,34484
Merei,RO,45.13333,26.68333,7137
Medieşu Aurit,RO,47.78333,23.15,7122
Mediaş,RO,46.16667,24.35,53040
Medgidia,RO,44.25,28.28333,43315
Mavrodin,RO,44.03333,25.25,5628
Matca,RO,45.85,27.53333,11642
Mătăsaru,RO,44.71667,25.41667,5722
Mătăsari,RO,44.85,23.08333,5411
Măstăcani,RO,45.78333,28.03333,5185
Mărgineni-Munteni,RO,46.6,26.9,8033
Marginea,RO,47.81667,25.81667,9488
Marghita,RO,47.35,22.33333,13871
Mărășești,RO,45.88333,27.23333,8844
Mărăcineni,RO,45.2,26.8,7096
Mangalia,RO,43.81623,28.57656,39619
Măneşti,RO,44.86667,25.85,7186
Mălini,RO,47.46667,26.08333,7163
Măieru,RO,47.4,24.75,7259
Măicăneşti,RO,45.5,27.5,5312
Măgureni,RO,45.06667,25.73333,6515
Măgurele,RO,44.35,26.03333,9375
Maglavit,RO,44.03333,23.1,5753
Măcin,RO,45.24371,28.13564,10295
Macea,RO,46.38333,21.3,6056
Lupeni,RO,45.36029,23.23832,30488
Lunguleţu,RO,44.61667,25.65,5718
Lungani,RO,47.18333,27.15,5065
Luncaviţa,RO,45.28333,28.26667,7050
Lunca de Jos,RO,46.56667,25.98333,5152
Lunca,RO,43.83333,24.76667,6485
Lumina,RO,44.28333,28.56667,7168
Lugoj,RO,45.68861,21.90306,43243
Luduş,RO,46.48333,24.1,17165
Ludeşti,RO,44.86667,25.23333,5011
Lucieni,RO,44.85,25.43333,6286
Lovrin,RO,45.96806,20.77028,8851
Livezi-Vale,RO,46.41667,26.73333,5255
Livada,RO,47.86667,23.13333,6833
Liteni,RO,47.56667,26.2,9833
Lipova,RO,46.09085,21.69628,11041
Lieşti,RO,45.61667,27.51667,10956
Leu,RO,44.18333,24.0,5404
Leţcani,RO,47.18333,27.41667,6642
Lespezi,RO,47.36667,26.7,6138
Leordeni,RO,44.78333,25.11667,6019
Lenauheim,RO,45.87194,20.79944,5605
Lehliu-Gară,RO,44.43333,26.85,6538
Lechinţa,RO,47.01667,24.35,5939
Lazuri,RO,47.85,22.86667,5237
Laza,RO,46.65,27.58333,6694
Jurilovca,RO,44.76667,28.86667,5133
Josenii Bârgăului,RO,47.21667,24.68333,5006
Joseni,RO,46.7,25.5,5635
Joiţa,RO,44.49417,25.85389,8616
Jimbolia,RO,45.79139,20.71722,10860
Jilava,RO,44.33333,26.07806,12023
Jijila,RO,45.3,28.15,5770
Jibou,RO,47.25896,23.25651,11183
Jebel,RO,45.55556,21.21361,5298
Izvoarele,RO,45.03333,25.26667,6836
Izbiceni,RO,43.82222,24.66331,5089
Iveşti,RO,45.68333,27.51667,9671
Islaz,RO,43.72006,24.76436,6029
Isaccea,RO,45.26667,28.46667,5375
Întorsura Buzăului,RO,45.68333,26.03333,9026
Însurăţei,RO,44.91667,27.6,7309
Ineu,RO,46.43372,21.84048,10051
Ighiu,RO,46.15,23.51667,6294
Iernut,RO,46.45,24.25,9343
Iaşi,RO,47.16667,27.6,378954
Ianca,RO,45.13333,27.45,11209
Huşi,RO,46.67361,28.05944,29129
Hunedoara,RO,45.75,22.9,69136
Huedin,RO,46.86667,23.05,9395
Hudeşti,RO,48.15,26.5,6360
Hotarele,RO,44.1725,26.37028,8790
Horodnic de Sus,RO,47.84012,25.82354,5136
Horezu,RO,45.15,24.01667,6743
Homocea,RO,46.13333,27.23333,9869
Holboca,RO,47.15,27.7,11971
Hârşova,RO,44.68555,27.95009,10055
Hârlău,RO,47.43333,26.9,11295
Helegiu,RO,46.35,26.75,7195
Havârna,RO,48.06667,26.65,5088
Haţeg,RO,45.61667,22.95,10865
Halmeu,RO,47.96667,23.01667,7184
Hălchiu,RO,45.76667,25.55,6051
Hălăuceşti,RO,47.1,26.8,5819
Gurghiu,RO,46.76667,24.85,6277
Gura Viţioarei,RO,45.15,26.03333,5947
Gura Văii,RO,46.33333,26.73333,6075
Gura Şuţii,RO,44.75,25.51667,5355
Gura Humorului,RO,47.55,25.9,15728
Gugeşti,RO,45.56667,27.13333,6478
Grumăzeşti,RO,47.13333,26.36667,5385
Gruiu,RO,44.73333,26.23333,7183
Griviţa,RO,46.15,27.65,5405
Griviţa,RO,44.73333,27.28333,7032
Greci,RO,45.18333,28.23333,5384
Grădiştea,RO,44.23333,27.21667,5232
Gorneşti,RO,46.67129,24.64757,5787
Gorgota,RO,44.78333,26.08333,5459
Gogoşu,RO,44.37389,22.59306,5309
Glina,RO,44.38333,26.25,7227
Giurgiu,RO,43.88664,25.9627,54551
Girov,RO,46.95,26.51667,7396
Gârla-Mare,RO,44.20917,22.775,5258
Gilău,RO,46.73245,23.36174,7745
Giarmata,RO,45.83833,21.31083,5357
Ghimeş-Făget,RO,46.58333,26.06667,5248
Ghidigeni,RO,46.05,27.5,6294
Gherla,RO,47.03333,23.91667,23741
Gherăeşti,RO,47.01667,26.81667,6448
Gheorgheni,RO,46.72292,25.60055,19777
Geoagiu,RO,45.91667,23.2,5919
Gătaia,RO,45.43111,21.43,8002
Galaţi,RO,45.43687,28.05028,217851
Gălăneşti,RO,47.91667,25.8,6211
Găiseni,RO,44.515,25.64528,5455
Găeşti,RO,44.71667,25.31667,15037
Fundulea,RO,44.46667,26.51667,6668
Fundeni,RO,44.38333,26.35,5443
Frumuşiţa,RO,45.66667,28.06667,5206
Frumuşica,RO,47.53333,26.9,6069
Frumuşani,RO,44.29611,26.32556,5111
Frăteşti,RO,43.96667,25.96667,5527
Frătăuţii Noi,RO,47.94257,25.84465,5512
Frasin,RO,47.53333,25.8,6519
Focuri,RO,47.35,27.21667,6030
Focșani,RO,45.7,27.18333,66648
Floreşti,RO,46.74574,23.49375,7397
Floreşti,RO,45.05,25.78333,7507
Fântânele,RO,46.1237,21.3842,5597
Filipeştii de Târg,RO,44.98333,25.78333,7794
Filipeştii de Pădure,RO,45.0,25.75,10169
Filiaşi,RO,44.55,23.51667,18995
Fieni,RO,45.13333,25.41667,7566
Fetești-Gară,RO,44.4196,27.82536,23789
Feteşti,RO,44.38333,27.83333,32866
Felnac,RO,46.11667,21.15,5097
Feldru,RO,47.28333,24.6,6967
Feldioara,RO,45.81667,25.6,6307
Fărcaşele,RO,44.15,24.43333,5045
Faraoaní,RO,46.43333,26.9,5141
Fălticeni,RO,47.45,26.3,29576
Fălciu,RO,46.29611,28.14083,6178
Făget,RO,45.85,22.18333,7125
Făgăraș,RO,45.85,24.96667,30714
Făcăeni,RO,44.56667,27.9,5893
Ernei,RO,46.60505,24.64148,5141
Erbiceni,RO,47.26667,27.23333,5655
Eforie Sud,RO,44.02294,28.64943,9498
Dumbrăveni,RO,47.65,26.41667,8110
Dumbrăveni,RO,46.23333,24.56667,8167
Dumbrava Roşie,RO,46.88333,26.43333,7104
Dudeştii Vechi,RO,46.05,20.48333,5746
Duda,RO,46.74927,28.04237,5037
Drobeta-Turnu Severin,RO,44.62693,22.65288,79865
Dridu,RO,44.7,26.45,5111
Drajna de Jos,RO,45.21667,26.05,5660
Drăguţeşti,RO,44.96667,23.23333,5126
Drăguşeni,RO,45.96667,27.75,5297
Dragomireşti,RO,44.91667,25.33333,8194
Dragodana,RO,44.73333,25.35,6918
Drăgăşani,RO,44.65,24.26667,20630
Drăgăneşti-Olt,RO,44.16667,24.53333,12056
Drăgăneşti,RO,45.78333,27.46667,5874
Drăgăneşti,RO,44.81667,26.3,5156
Dragalina,RO,44.43333,27.31667,8642
Dorohoi,RO,47.95,26.4,30776
Dor Mărunt,RO,44.45,26.91667,6806
Domneşti-Sârbi,RO,44.38333,25.91667,6393
Domnești,RO,44.39919,25.91618,5423
Doljeşti,RO,47.03333,26.98333,7359
Dolhasca,RO,47.43333,26.6,11025
Dofteana,RO,46.31667,26.51667,10785
Doftana,RO,45.15,25.8,6777
Ștei,RO,46.53333,22.45,6529
Dobroteşti,RO,44.28333,24.88333,5096
Dobroeşti,RO,44.45,26.18333,6599
Dobreşti,RO,46.85,22.3,5573
Ditrău,RO,46.81667,25.51667,5858
Diosig,RO,47.3,22.0,6529
Deva,RO,45.88333,22.9,67802
Deta,RO,45.38889,21.22444,6252
Dersca,RO,47.98333,26.2,5105
Deleşti,RO,46.7,27.55,5122
Deleni,RO,47.46667,26.88333,10484
Dej,RO,47.15,23.86667,38033
Dărmăneşti,RO,47.73333,26.15,5817
Dărmăneşti,RO,46.36667,26.48333,14290
Dărmăneşti,RO,44.91667,25.78333,7919
Darabani,RO,48.18333,26.58333,11890
Dăneţi,RO,43.98333,24.05,7110
Dancu,RO,47.15417,27.66623,6903
Dăbuleni,RO,43.8,24.08333,13641
Curtici,RO,46.35,21.3,9615
Curtea de Argeş,RO,45.13422,24.67409,32178
Curcani,RO,44.2,26.58333,5167
Cumpăna,RO,44.11667,28.56667,9731
Cugir,RO,45.83651,23.36998,24734
Cudalbi,RO,45.78333,27.7,8055
Cristuru Secuiesc,RO,46.28333,25.03333,9554
Cristeşti,RO,46.5,24.48333,5507
Crevedia,RO,44.6,25.93333,6674
Crasna,RO,47.16667,22.9,6233
Crasna,RO,45.16667,23.5,5466
Craiova,RO,44.31667,23.8,234140
Covasna,RO,45.85,26.18333,10979
Coţuşca,RO,48.13333,26.85,5333
Cotnari,RO,47.35,26.98333,7985
Costeşti,RO,44.66667,24.88333,10654
Coşoveni,RO,44.25,23.93333,5024
Cosmeşti,RO,45.87017,27.31115,6526
Coşeşti,RO,45.06667,24.86667,5416
Coşereni,RO,44.68333,26.56667,6957
Corund,RO,46.46667,25.18333,6091
Corod,RO,45.9,27.61667,7855
Cornu Luncii,RO,47.46667,26.15,7288
Corni,RO,47.65,26.58333,6521
Cornetu,RO,44.34167,25.94083,5063
Corneşti,RO,44.78333,25.86667,7616
Cormaia,RO,47.36667,24.68333,10254
Cordun,RO,46.95,26.86667,7124
Corcova,RO,44.7,23.05,5946
Corbu,RO,44.38333,28.65,5180
Corbii Mari,RO,44.55,25.5,8257
Corbeni,RO,45.3,24.65,5613
Corbasca,RO,46.28333,27.16667,5328
Corabia,RO,43.77513,24.50146,20047
Copşa Mică,RO,46.11667,24.25,5349
Copalnic Mănăştur,RO,47.5,23.68333,5747
Copălău,RO,47.61667,26.83333,7086
Constanţa,RO,44.18073,28.63432,317832
Comişani,RO,44.88333,25.58333,5401
Comarnic,RO,45.25,25.63333,13254
Comăneşti,RO,46.42135,26.43645,23729
Comana,RO,44.17056,26.145,7717
Colceag,RO,44.95,26.35,5473
Cojasca,RO,44.71667,25.85,7205
Cogealac,RO,44.55,28.56667,7046
Codlea,RO,45.7,25.45,20534
Cochirleanca,RO,45.21667,27.03333,5712
Cobadin,RO,44.08333,28.21667,8979
Cluj-Napoca,RO,46.76667,23.6,286598
Cleja,RO,46.41667,26.9,6816
Ciurea,RO,47.05,27.56667,10110
Ciupercenii Noi,RO,43.90972,22.94833,5949
Cisnădie,RO,45.71667,24.15,15042
Cârţa,RO,46.53333,25.75,5407
Ciprian Porumbescu,RO,47.56667,26.06667,6405
Cioranii de Jos,RO,44.81667,26.41667,7036
Ciocăneşti,RO,44.6,25.85,5354
Câmpulung Moldovenesc,RO,47.53333,25.56667,19765
Câmpina,RO,45.12619,25.73496,41554
Câmpia Turzii,RO,46.55,23.88333,26457
Câmpeni,RO,46.36667,23.05,7932
Ciacova,RO,45.50806,21.12861,7205
Chitila,RO,44.50806,25.98222,12788
Chişineu-Criş,RO,46.52509,21.51844,8171
Chiscani,RO,45.18333,27.93333,5294
Chirnogi,RO,44.11667,26.56667,8022
Chiajna,RO,44.46,25.97333,8105
Cetate,RO,44.1,23.05,5908
Certeze,RO,47.9,23.46667,5330
Cernica,RO,44.41667,26.28333,9530
Cernavodă,RO,44.33957,28.03273,18502
Ceraşu,RO,45.31667,26.03333,5105
Ceptura de Sus,RO,45.01667,26.31667,5204
Celaru,RO,44.05,24.13333,5326
Cefa,RO,46.91667,21.73333,6206
Cavnic,RO,47.66667,23.86667,5072
Castelu,RO,44.25,28.33333,7816
Cărpiniş,RO,45.78722,20.90417,7071
Carei,RO,47.68333,22.46667,20775
Caransebeş,RO,45.41667,22.21667,27521
Caracal,RO,44.11667,24.35,33761
Călugăreni,RO,44.17167,25.99556,6444
Călineşti,RO,44.81667,25.05,10419
Călimăneşti,RO,45.23333,24.33333,8485
Călăraşi,RO,43.79312,24.04403,6632
Călan,RO,45.73333,22.98333,12782
Calafindeşti,RO,47.85,26.11667,5764
Calafat,RO,43.99069,22.93328,18643
Cajvana,RO,47.7,25.96667,7236
Căiuţi-Sat,RO,46.18333,26.93333,5357
Căianu Mic,RO,47.23333,24.15,5340
Buzoeşti,RO,44.58333,24.91667,6281
Buziaş,RO,45.64917,21.60361,7625
Buzău,RO,45.15,26.83333,103481
Buşteni,RO,45.4,25.53333,9906
Burueneşti,RO,45.31667,26.35,8101
Bumbeşti-Jiu,RO,45.16667,23.4,10445
Buhuşi,RO,46.71667,26.7,18395
Buftea,RO,44.56139,25.94889,20691
Budeşti,RO,45.05,24.38333,5362
Budeşti,RO,44.23472,26.46583,9598
Bucharest,RO,44.43225,26.10626,1877155
Bucu,RO,44.60532,27.49337,5232
Bucşani,RO,44.86667,25.65,6797
Bucov,RO,44.96667,26.08333,10279
Bucecea,RO,47.76667,26.43333,5143
Brusturi,RO,47.28333,26.38333,5554
Broşteni,RO,47.23333,25.7,6578
Brezoi,RO,45.33797,24.24863,6668
Brebu Mânăstirei,RO,45.18333,25.76667,6576
Breaza de Sus,RO,45.19879,25.65578,10903
Breaza,RO,45.18333,25.66667,17949
Brazii de Sus,RO,44.86667,26.01667,8406
Bratca,RO,46.93333,22.61667,5462
Braşov,RO,45.64861,25.60613,253200
Brăneşti,RO,45.03333,25.41667,9094
Brăneşti,RO,44.45,26.33333,8645
Bran,RO,45.51667,25.35,5177
Brăila,RO,45.27152,27.97429,154686
Brăhăşeştii de Sus,RO,46.05,27.35,7692
Bragadiru,RO,44.37111,25.9775,8274
Bradu,RO,44.78333,24.9,5091
Brad,RO,46.13333,22.78333,15988
Botoşani,RO,47.75,26.66667,90010
Botoroaga,RO,44.14833,25.54472,6488
Bosanci,RO,47.58333,26.31667,6270
Borşa,RO,47.65527,24.66328,26966
Borleşti,RO,46.76667,26.48333,8965
Borduşani,RO,44.48333,27.9,5285
Borcea,RO,44.33333,27.75,9546
Borca,RO,47.18333,25.76667,6556
Bolintin Vale,RO,44.44889,25.75778,11700
Bolintin Deal,RO,44.45917,25.82111,6139
Boldeşti-Scăeni,RO,45.03333,26.03333,11460
Bodeşti,RO,47.03333,26.41667,5122
Bocşa,RO,45.37333,21.70917,16349
Blejoi,RO,45.0,26.01667,7646
Blaj,RO,46.17508,23.91578,20371
Blăgeşti,RO,46.68333,26.65,7165
Bixad,RO,47.93333,23.4,7369
Bistriţa,RO,47.13316,24.50011,78877
Bârsana,RO,47.81667,24.06667,6266
Bârlad,RO,46.23175,27.66907,67818
Bârla,RO,44.42606,24.77743,5795
Biled,RO,45.88639,20.95889,6230
Bicaz,RO,46.91667,26.06667,8340
Bezdead,RO,45.15,25.51667,5067
Berzunţi,RO,46.4,26.63333,5285
Berezeni,RO,46.37611,28.14778,5590
Bereşti-Tazlău,RO,46.46667,26.66667,5661
Berceni,RO,44.93333,26.11667,5976
Berca,RO,45.28333,26.68333,9479
Berbeşti,RO,44.98333,23.88333,5606
Belceşti,RO,47.3,27.08333,11335
Beiuş,RO,46.66667,22.35,10721
Beclean,RO,47.18333,24.18333,10909
Batăr,RO,46.7,21.81667,5143
Bascov,RO,44.9,24.81667,8759
Barcea,RO,45.75,27.46667,5985
Bărcăneşti,RO,44.88333,26.05,9225
Bărbuleţu,RO,45.13333,25.3,6777
Baraolt,RO,46.07514,25.60029,9429
Băneşti,RO,45.1,25.76667,5636
Băneasa,RO,44.06667,27.7,5280
Băneasa,RO,44.04611,26.06417,5582
