name,country_iso2,lat,lon,population
Ingelheim am Rhein,DE,49.97078,8.05883,24998
Ingelfingen,DE,49.30028,9.65303,5914
Inden,DE,50.84306,6.36004,7683
Immenstadt im Allgäu,DE,47.55996,10.21394,14431
Immenstaad am Bodensee,DE,47.66667,9.36667,5946
Immenhausen,DE,51.42763,9.48017,7348
Immendingen,DE,47.93333,8.73333,5945
Ilvesheim,DE,49.47404,8.5674,7667
Ilshofen,DE,49.17015,9.91825,6058
Ilsfeld,DE,49.05548,9.24598,8214
Ilsenburg,DE,51.86695,10.67817,6326
Ilmenau,DE,50.68322,10.91858,27055
Illingen,DE,49.37362,7.04758,18488
Illingen,DE,48.95616,8.92459,7205
Illertissen,DE,48.22336,10.10347,16522
Ihringen,DE,48.04303,7.6476,5833
Igersheim,DE,49.49444,9.81694,5700
Idstein,DE,50.21773,8.26679,22810
Idar-Oberstein,DE,49.71443,7.30776,31610
Ichenhausen,DE,48.37119,10.30706,8499
Ibbenbueren,DE,52.27964,7.71457,50577
Hüttlingen,DE,48.89266,10.10064,5678
Hutthurm,DE,48.67276,13.47146,5950
Husum,DE,54.4858,9.05239,20841
Hürth,DE,50.87079,6.86761,54678
Hünxe,DE,51.63405,6.69741,13732
Hünfeld,DE,50.67966,9.76727,16323
Hummelsbüttel,DE,53.64773,10.04149,17365
Humboldtkolonie,DE,50.93182,6.99469,15108
Hüllhorst,DE,52.275,8.669,13776
Hüfingen,DE,47.92543,8.48831,7747
Hude,DE,53.10662,8.46784,15567
Hückeswagen,DE,51.14979,7.34471,16369
Hückelhoven,DE,51.0555,6.22658,39828
Huckarde,DE,51.53213,7.41508,16825
Hoyerswerda,DE,51.43787,14.23549,43681
Höxter,DE,51.77501,9.38155,32713
Hövelhof,DE,51.81667,8.65,15962
Hösbach,DE,50.00646,9.20765,13203
Horstmar,DE,52.08098,7.30539,6822
Hörstel,DE,52.29763,7.58382,19894
Horst,DE,53.80959,9.62456,5183
Horneburg,DE,53.50672,9.57546,5547
Horn,DE,53.55406,10.08989,37903
Horn,DE,51.87151,8.9451,7018
Hörde,DE,51.48371,7.5003,27660
Horb am Neckar,DE,48.44423,8.6913,25424
Homburg,DE,49.32637,7.33867,44607
Hombruch,DE,51.4731,7.44132,11845
Homberg,DE,51.02994,9.40261,14903
Homberg,DE,50.73108,8.99644,7863
Holzwickede,DE,51.5,7.63333,17821
Holzminden,DE,51.82798,9.4455,20998
Holzkirchen,DE,47.87663,11.70181,16770
Holzgerlingen,DE,48.63969,9.01149,11613
Holzen,DE,51.44496,7.52584,8805
Hollfeld,DE,49.93793,11.29153,5206
Holle,DE,52.08721,10.16012,7349
Holdorf,DE,52.58333,8.11667,6557
Höhr-Grenzhausen,DE,50.43474,7.66903,9794
Hohenwestedt,DE,54.08886,9.65359,5092
Hohenstein-Ernstthal,DE,50.80064,12.71287,16542
Hohen Neuendorf,DE,52.67631,13.27775,21893
Hohenmölsen,DE,51.15769,12.1,9772
Hohenlockstedt,DE,53.96817,9.62016,6224
Hohenhameln,DE,52.25755,10.06416,9815
Hohenbrunn,DE,48.04785,11.70224,8590
Höhenberg,DE,50.941,7.027,12133
Hohberg,DE,48.3227,7.89972,7809
Hofheim in Unterfranken,DE,50.13675,10.52321,5199
Hofheim am Taunus,DE,50.09019,8.4493,37750
Hofgeismar,DE,51.49607,9.385,16444
Hofbieber,DE,50.58629,9.83534,6372
Hof,DE,50.31297,11.91261,49239
Hockenheim,DE,49.32334,8.55194,20614
Höchst im Odenwald,DE,49.79972,8.99944,10209
Höchstädt an der Donau,DE,48.61124,10.56816,6795
Höchstadt an der Aisch,DE,49.70617,10.81329,13418
Hochheim am Main,DE,50.01436,8.35218,17027
Hochfeld,DE,51.41943,6.75462,16292
Höchberg,DE,49.78446,9.88223,9372
Hitzacker,DE,53.15254,11.04418,5173
Hirschau,DE,49.54396,11.94617,6258
Hirschaid,DE,49.81789,10.98918,11508
Hinte,DE,53.40652,7.19929,7264
Hilzingen,DE,47.76667,8.78333,8258
Hilter,DE,52.13573,8.14715,10173
Hilpoltstein,DE,49.19047,11.1906,13069
Hille,DE,52.33333,8.75,16567
Hildesheim,DE,52.15077,9.95112,103052
Hilden,DE,51.16818,6.93093,56565
Hildburghausen,DE,50.42553,10.73184,12171
Hilchenbach,DE,50.99687,8.11062,16467
Hiddenhausen,DE,52.16667,8.61667,20771
Heusweiler,DE,49.33632,6.93036,20006
Heusenstamm,DE,50.05553,8.80076,19012
Heumaden,DE,48.74657,9.23547,9897
Heuchelheim,DE,50.58333,8.63333,7541
Heubach,DE,48.79267,9.9337,10167
Hettstedt,DE,51.6503,11.51146,15949
Hessisch Oldendorf,DE,52.17269,9.24913,20129
Hessisch Lichtenau,DE,51.19954,9.71857,13291
Herzogenrath,DE,50.86874,6.09317,47381
Herzogenaurach,DE,49.56798,10.88565,23319
Herzberg am Harz,DE,51.65546,10.33938,14948
Herzberg,DE,51.68692,13.22016,11033
Herxheim am Berg,DE,49.50917,8.17917,10424
Herten,DE,51.59638,7.14387,65306
Herscheid,DE,51.17901,7.74355,7658
Hersbruck,DE,49.51083,11.43151,12404
Herrsching am Ammersee,DE,47.99888,11.17679,10000
Herrieden,DE,49.23779,10.5035,7751
Herrenhausen,DE,52.39184,9.69698,8401
Herrenberg,DE,48.59523,8.86648,32649
Heroldsberg,DE,49.53247,11.15551,7429
Heroldsbach,DE,49.69342,10.99882,5058
Herne,DE,51.5388,7.22572,172108
Hermsdorf,DE,52.61421,13.30587,16726
Hermsdorf,DE,50.89694,11.85549,7800
Hermeskeil,DE,49.65528,6.94407,5710
Hermannsburg,DE,52.83254,10.08957,8634
Heringen,DE,50.88798,10.00717,7146
Herford,DE,52.11457,8.67343,64879
Herdorf,DE,50.77704,7.95366,7239
Herdecke,DE,51.39999,7.43584,25618
Herbstein,DE,50.56105,9.34592,5198
Herbrechtingen,DE,48.62173,10.176,13110
Herborn,DE,50.68135,8.30369,20473
Herbolzheim,DE,48.21884,7.77746,9632
Heppenheim an der Bergstrasse,DE,49.64145,8.63206,25442
Hennigsdorf,DE,52.63598,13.20419,26122
Hennef (Sieg),DE,50.77555,7.28308,48002
Hengersberg,DE,48.77255,13.05485,7551
Hemsbach,DE,49.59075,8.64779,12247
Hemmoor,DE,53.68844,9.15241,8817
Hemmingen,DE,52.31425,9.72359,18470
Hemmingen,DE,48.86667,9.03333,7670
Hemhofen,DE,49.68333,10.93333,5322
Hemer,DE,51.38707,7.77019,37502
Hemau,DE,49.05399,11.78195,8627
Helsa,DE,51.25981,9.68872,5882
Helmstedt,DE,52.2279,11.00985,25515
Helmbrechts,DE,50.23557,11.71589,9493
Hellersdorf,DE,52.53319,13.6088,84103
Hellerau,DE,51.11667,13.75,6335
Hellenthal,DE,50.48333,6.43333,8582
Heitersheim,DE,47.87468,7.65721,5739
Heinsberg,DE,51.06358,6.0998,41505
Heiningen,DE,48.66177,9.64977,5532
Heinersdorf,DE,52.57173,13.43757,7779
Heimsheim,DE,48.80656,8.86744,5234
Heilsbronn,DE,49.33572,10.78741,9374
Heilbad Heiligenstadt,DE,51.37819,10.13744,17230
Heiligensee,DE,52.61449,13.24501,18099
Heiligenhaus,DE,51.32662,6.97106,27700
Heiligenhafen,DE,54.37037,10.97628,9308
Heilbronn,DE,49.13995,9.22054,120733
Heikendorf,DE,54.36667,10.2,8056
Heidesheim,DE,49.58247,8.19537,6976
Heidenheim an der Brenz,DE,48.67798,10.15162,50067
Heidenau,DE,50.97221,13.86741,16756
Heiden,DE,51.83333,6.93333,8147
Heidelberg,DE,49.40768,8.69079,143345
Heideck,DE,49.13365,11.12726,5011
Heide,DE,54.19562,9.09742,20599
Heek,DE,52.11667,7.1,8272
Heddesheim,DE,49.50556,8.60361,11544
Hechingen,DE,48.35149,8.96317,19400
Hebertshausen,DE,48.28959,11.46526,5121
Havixbeck,DE,51.98333,7.41667,12034
Havelberg,DE,52.83088,12.07552,7078
Hauzenberg,DE,48.64957,13.62645,12522
Hausham,DE,47.7466,11.84069,8177
Hausbruch,DE,53.47424,9.88289,16927
Hausach,DE,48.28426,8.17602,5748
Hattingen,DE,51.39894,7.18557,56866
Hattersheim,DE,50.06906,8.48632,25035
Hatten,DE,53.05,8.38333,13499
Haßloch,DE,49.36278,8.25806,20779
Haßfurt,DE,50.03521,10.5156,13562
Haslach im Kinzigtal,DE,48.27773,8.08941,6893
Haslach,DE,48.56531,8.05658,6874
Haselünne,DE,52.67412,7.4846,12562
Haselhorst,DE,52.54409,13.23743,16471
Hasbergen,DE,52.23754,7.96114,11032
Harvestehude,DE,53.5792,9.99064,17666
Hartha,DE,51.09863,12.97391,7227
Hartenstein,DE,50.66236,12.66966,5043
Harsum,DE,52.21045,9.96486,12331
Harsewinkel,DE,51.96224,8.22766,24207
Harsefeld,DE,53.4536,9.50437,12350
Harrislee,DE,54.8,9.38333,11596
Harpen,DE,51.49822,7.28831,16498
Haren,DE,52.79315,7.24135,22545
Hardheim,DE,49.61194,9.47194,7513
Hardegsen,DE,51.65227,9.8305,8621
Harburg,DE,53.46057,9.98388,169221
Harburg,DE,48.78674,10.68927,5694
Hannover,DE,52.37052,9.73322,515140
Hänigsen,DE,52.48425,10.09129,6033
Handewitt,DE,54.76667,9.33333,6152
Hanau am Main,DE,50.13423,8.91418,88648
Hamminkeln,DE,51.73262,6.59031,27433
Hammelburg,DE,50.11633,9.89143,12004
Hamm,DE,53.55487,10.05742,37989
Hamm,DE,51.68033,7.82089,178967
Hameln,DE,52.10397,9.35623,58666
Wandsbek,DE,53.58334,10.08305,411422
Marienthal,DE,53.56667,10.08333,287101
Hamburg-Mitte,DE,53.55,10.01667,301231
Eimsbüttel,DE,53.57416,9.95679,269118
Altona,DE,53.55,9.93333,250192
Hamburg,DE,53.55073,9.99302,1845229
Hambühren,DE,52.63333,9.98333,10259
Hambrücken,DE,49.19,8.54056,5302
Hambergen,DE,53.30826,8.8252,5472
Halver,DE,51.18612,7.49817,17650
Haltern am See,DE,51.74297,7.18163,37845
Halstenbek,DE,53.63301,9.83945,16212
Hallstadt,DE,49.92901,10.87539,8485
Halle,DE,52.06007,8.36083,21448
Halle (Saale),DE,51.48158,11.97947,237865
Hallbergmoos,DE,48.32747,11.75142,8074
Halensee,DE,52.49005,13.29602,12605
Haldensleben I,DE,52.28906,11.40982,20294
Halberstadt,DE,51.89562,11.05622,39729
Hakenfelde,DE,52.55877,13.20831,31327
Haiterbach,DE,48.52066,8.64435,5820
Hainichen,DE,50.97044,13.12287,9511
Hainholz,DE,52.40378,9.7114,7512
Haigerloch,DE,48.36614,8.80357,10828
Haiger,DE,50.74162,8.20778,20218
Haibach,DE,49.96444,9.20722,8600
Hahnbach,DE,49.53389,11.80302,5257
Hagenow,DE,53.43203,11.19165,12128
Hagenbach,DE,49.01734,8.25024,5495
Hagen,DE,52.19629,7.98041,13412
Hagen,DE,51.36081,7.47168,198972
Hage,DE,53.60277,7.28436,5848
Hadamar,DE,50.44593,8.04253,12131
Hachenburg,DE,50.65998,7.82276,5690
Haar,DE,48.10881,11.72653,17560
Haan,DE,51.19382,7.0133,29431
Haag in Oberbayern,DE,48.16196,12.17942,6218
Guxhagen,DE,51.2,9.48333,5433
Gütersloh,DE,51.90693,8.37853,96180
Güstrow,DE,53.7972,12.17337,31217
Gunzenhausen,DE,49.11663,10.75971,16477
Günzburg,DE,48.45599,10.27695,19737
Gundelsheim,DE,49.2833,9.16037,7551
Gundelfingen,DE,48.55347,10.37223,7889
Gundelfingen,DE,48.04246,7.8657,11563
Gummersbach,DE,51.02608,7.56473,53131
Güglingen,DE,49.06642,9.00175,6198
Gudensberg,DE,51.17706,9.36748,9032
Guben,DE,51.94993,14.7055,21608
Gschwend,DE,48.93333,9.74436,5092
Grünwald,DE,48.03947,11.5232,10836
Grünstadt,DE,49.56302,8.16279,13424
Grünheide,DE,52.42343,13.81324,7599
Grunewald,DE,52.48338,13.26586,11631
Grünberg,DE,50.59403,8.95866,14233
Grünau,DE,52.41642,13.58039,7217
Großzschocher,DE,51.30147,12.32322,9269
Groß-Zimmern,DE,49.8741,8.82898,13870
Groß-Umstadt,DE,49.86899,8.9321,21758
Großschönau,DE,50.9,14.68333,6571
Großschirma,DE,50.96602,13.2859,6179
Großrosseln,DE,49.20296,6.84148,9215
Großröhrsdorf,DE,51.14528,14.01917,7306
Groß Reken,DE,51.83042,7.04544,6310
Großräschen,DE,51.5876,14.01093,11523
Großpösna,DE,51.26667,12.5,5608
Großostheim,DE,49.91985,9.07596,16346
Großkrotzenburg,DE,50.08333,8.98333,7196
Groß Kreutz,DE,52.40281,12.7794,8453
Großkarolinenfeld,DE,47.89102,12.08101,6865
Großheubach,DE,49.72834,9.2228,5126
Großhansdorf,DE,53.66528,10.28552,9009
Groß-Gerau,DE,49.92139,8.48255,23641
Groß Flottbek,DE,53.5623,9.88688,11076
Großenlüder,DE,50.5925,9.54231,8768
Großenkneten,DE,52.94377,8.25323,13698
Großenhain,DE,51.28951,13.5335,16573
Großbottwar,DE,49.00147,9.29348,8294
Groß Borstel,DE,53.61366,9.98259,9642
Großbeeren,DE,52.35862,13.30994,6835
Großauheim,DE,50.10292,8.94835,13129
Großalmerode,DE,51.25858,9.7845,7393
Gronau,DE,52.21099,7.02238,46161
Gronau,DE,52.0846,9.77678,5444
Grömitz,DE,54.15052,10.96011,7847
Groitzsch,DE,51.15536,12.28279,7607
Gröbenzell,DE,48.2,11.36667,19110
Grimmen,DE,54.11215,13.04051,10671
Grimma,DE,51.23367,12.71959,17991
Griesheim,DE,49.86085,8.5725,25287
Bad Griesbach,DE,48.45181,13.19329,8431
Grevesmühlen,DE,53.86128,11.19054,10975
Grevenbroich,DE,51.09102,6.5827,64779
Greven,DE,52.09364,7.59396,35080
Grenzach-Wyhlen,DE,47.55,7.68333,13776
Greiz,DE,50.65778,12.19918,24147
Universitäts- und Hansestadt Greifswald,DE,54.08905,13.40244,52731
Greifenstein,DE,50.61667,8.3,7507
Grefrath,DE,51.3363,6.34072,16016
Greding,DE,49.04699,11.35703,7238
Grebenstein,DE,51.44648,9.4125,6238
Grebenhain,DE,50.48924,9.33855,5207
Grävenwiesbach,DE,50.39024,8.4569,5245
Grassau,DE,47.78099,12.45359,6323
Grasbrunn,DE,48.07905,11.74361,5737
Grasberg,DE,53.18333,8.98333,7697
Gransee,DE,53.00704,13.1575,6544
Grafing bei München,DE,48.04596,11.96797,12497
Grafenwöhr,DE,49.71728,11.90645,6790
Gräfenhausen,DE,49.92946,8.6039,6200
Gräfenhainichen,DE,51.72892,12.45651,7833
Grafenau,DE,48.85768,13.3974,8870
Gräfelfing,DE,48.11878,11.42939,12978
Grabow,DE,53.27904,11.56366,6268
Gottmadingen,DE,47.73511,8.77687,10452
Göttingen,DE,51.53443,9.93228,122149
Gotha,DE,50.94823,10.70193,46615
Goslar,DE,51.90425,10.42766,43560
Görlitz,DE,51.15518,14.98853,57751
Gorbitz,DE,51.0455,13.66108,21599
Göppingen,DE,48.70354,9.65209,58040
Gonsenheim,DE,50.0017,8.19653,25000
Gommern,DE,52.07391,11.82297,5992
Gomaringen,DE,48.45349,9.09582,8400
Goldenstedt,DE,52.78833,8.43201,9110
Goldbach,DE,49.99951,9.1844,10044
Gohlis,DE,51.366,12.367,45924
Goddelau,DE,49.83363,8.49806,7000
Gochsheim,DE,50.01667,10.28333,6495
Goch,DE,51.67873,6.15895,33706
Gnarrenburg,DE,53.3863,9.00508,9504
Gmund am Tegernsee,DE,47.75119,11.7381,6086
Glückstadt,DE,53.78819,9.42408,12121
Glücksburg,DE,54.83503,9.55218,6220
Glinde,DE,53.54046,10.21301,16210
Glienicke,DE,52.63353,13.32564,9144
Glauchau,DE,50.81987,12.54493,26473
Glashütten,DE,50.21667,8.4,5382
Glandorf,DE,52.08474,7.99944,6867
Gladenbach,DE,50.76847,8.58085,12482
Gladbeck,DE,51.57077,6.98593,76940
Ginsheim-Gustavsburg,DE,49.9711,8.34532,16043
Gilching,DE,48.10755,11.2936,16859
Gifhorn,DE,52.47774,10.5511,43000
Gießen,DE,50.58727,8.67554,74411
Giengen an der Brenz,DE,48.62219,10.24312,20201
Gevelsberg,DE,51.31971,7.3392,32664
Gettorf,DE,54.40697,9.97803,6297
Gesundbrunnen,DE,52.55035,13.39139,93862
Geseke,DE,51.64091,8.5109,20602
Gescher,DE,51.954,7.00481,17115
Gersthofen,DE,48.42432,10.87273,20254
Gerstetten,DE,48.62254,10.01984,12086
Gersheim,DE,49.15,7.2,7264
Gersfeld,DE,50.45138,9.91422,6351
Gerolzhofen,DE,49.90025,10.34832,6781
Gerolstein,DE,50.22224,6.65984,7664
Gernsheim,DE,49.75305,8.48859,10640
Gernsbach,DE,48.77034,8.34306,14649
Germersheim,DE,49.2144,8.36687,20972
Germering,DE,48.13392,11.3765,40511
Gerlingen,DE,48.79954,9.06316,19050
Geringswalde,DE,51.07677,12.90725,5125
Geretsried,DE,47.85775,11.48054,23364
Gerbrunn,DE,49.77528,9.99361,6149
Gera,DE,50.88029,12.08187,104659
Georgsmarienhütte,DE,52.20296,8.0448,32580
Georgensgmünd,DE,49.18972,11.01667,6582
Genthin,DE,52.40668,12.1592,14059
Gengenbach,DE,48.40476,8.01433,11234
Gemünden am Main,DE,50.04946,9.70593,11375
Geltendorf,DE,48.11737,11.03216,5490
Gelsenkirchen,DE,51.50508,7.09654,270028
Gelnhausen,DE,50.20164,9.18742,21881
Geldern,DE,51.51908,6.32363,34013
Geithain,DE,51.05528,12.69674,6459
Geislingen an der Steige,DE,48.62423,9.82736,28655
Geislingen,DE,48.28768,8.81241,5951
Geisingen,DE,47.92504,8.65002,6048
Geisenheim,DE,49.9847,7.96835,11949
Geisenhausen,DE,48.47609,12.25817,6367
Geisenfeld,DE,48.68426,11.61233,9769
Geiselhöring,DE,48.82505,12.39649,6872
Geilenkirchen,DE,50.96745,6.11763,28334
Gehrden,DE,52.31362,9.60033,14955
Geesthacht,DE,53.4366,10.37339,29487
Geeste,DE,52.6,7.26667,11281
Gedern,DE,50.42482,9.1984,7879
Gauting,DE,48.06919,11.37703,19216
Gau-Algesheim,DE,49.95669,8.01569,6553
Gärtringen,DE,48.64176,8.90073,11760
Garrel,DE,52.95483,8.02635,12273
Garmisch-Partenkirchen,DE,47.49209,11.09576,26022
Gardelegen,DE,52.5252,11.39523,11868
Garching,DE,48.24896,11.65101,15303
Garching an der Alz,DE,48.13451,12.58152,8796
Garbsen,DE,52.41371,9.5899,63355
Gangkofen,DE,48.43701,12.56419,6638
Gangelt,DE,50.99247,5.99802,11484
Ganderkesee,DE,53.03616,8.54514,31141
Gammertingen,DE,48.2524,9.22349,6790
Gaimersheim,DE,48.80705,11.36801,10840
Gaildorf,DE,49.00027,9.76953,12571
Gaggenau,DE,48.8,8.33333,29496
Gadeland,DE,54.05562,10.02547,5718
Gadebusch,DE,53.70181,11.11665,6030
Bad Füssing,DE,48.351,13.312,6701
Füssen,DE,47.57143,10.70171,15608
Furtwangen,DE,48.05156,8.20715,9655
Furth im Wald,DE,49.30955,12.84156,9480
Fürth,DE,49.65083,8.78472,11181
Fürth,DE,49.47593,10.98856,112025
Fürstenzell,DE,48.52163,13.31749,7719
Fürstenwalde,DE,52.36067,14.06185,33539
Fürstenfeldbruck,DE,48.17904,11.2547,33533
Fürstenberg,DE,53.18525,13.14554,6774
Fürstenau,DE,52.51667,7.6767,9946
Fuldatal,DE,51.38333,9.56667,12186
Fulda,DE,50.55162,9.67518,63760
Fuhlsbüttel,DE,53.63459,10.01608,13348
Fröndenberg,DE,51.47563,7.76946,20566
Frohnau,DE,52.63336,13.29024,16689
Frohburg,DE,51.05719,12.55746,7983
Fritzlar,DE,51.13181,9.27557,14814
Friesoythe,DE,53.02048,7.85879,20311
Friesdorf,DE,50.69608,7.12874,8373
Frielendorf,DE,50.97073,9.32269,8239
Friedrichsthal,DE,49.32786,7.09622,11440
Friedrichstadt,DE,51.88751,12.66947,7717
Friedrichstadt,DE,51.06047,13.70787,9887
Friedrichshain,DE,52.51559,13.45482,117829
Friedrichshagen,DE,52.45052,13.62463,19009
Friedrichshafen,DE,47.65689,9.47554,58403
Friedrichsfelde,DE,52.50575,13.50812,55423
Friedrichsdorf,DE,50.24962,8.64281,24435
Friedrichroda,DE,50.85754,10.56507,7164
Friedland,DE,53.672,13.5506,6966
Gemeinde Friedland,DE,51.41667,9.93333,10568
Friedenau,DE,52.47133,13.32813,27998
Friedeburg,DE,53.45362,7.83146,10607
Friedberg,DE,50.33739,8.75591,27484
Friedberg,DE,48.35693,10.98461,29916
Frickenhausen,DE,48.59353,9.36005,8841
Freyung,DE,48.80952,13.54768,6987
Freystadt,DE,49.20007,11.33032,8555
Freudenstadt,DE,48.46695,8.41371,23868
Freudenberg,DE,50.89741,7.87415,18601
Freren,DE,52.487,7.54313,5150
Freital,DE,51.00166,13.6488,39027
Freising,DE,48.40351,11.74876,42570
Freisen,DE,49.55,7.25,8778
Freilassing,DE,47.84085,12.98114,15909
Freiburg,DE,47.9959,7.85222,215966
Freiberg am Neckar,DE,48.93196,9.2024,15235
Freiberg,DE,50.91089,13.33881,43670
Frechen,DE,50.91485,6.8118,48733
Fraureuth,DE,50.7,12.35,5841
Frankfurt am Main,DE,50.11552,8.68417,650000
Frankfurt (Oder),DE,52.34714,14.55062,57015
Frankenthal,DE,49.53414,8.35357,47438
Frankenberg,DE,51.0589,8.80077,19276
Frankenberg,DE,50.91297,13.04011,16850
Forst,DE,51.73544,14.63971,22843
Forst,DE,49.15861,8.58083,7539
Forchtenberg,DE,49.28867,9.56026,5105
Forchheim,DE,49.71754,11.05877,30442
Forbach,DE,48.68333,8.35,5477
Fockbek,DE,54.30501,9.59884,6380
Flörsheim,DE,50.01311,8.42779,20023
Flöha,DE,50.85613,13.07407,11143
Flintbek,DE,54.25,10.06667,7276
Flieden,DE,50.42389,9.5666,8843
Flensburg,DE,54.78805,9.43722,85838
Flein,DE,49.10306,9.21083,6558
Fischeln,DE,51.30353,6.58836,26030
Fischbachau,DE,47.71952,11.95081,5471
Finsterwalde,DE,51.63388,13.70662,18922
Finkenwerder,DE,53.53274,9.86271,11702
Stuttgart Feuerbach,DE,48.80867,9.15719,28046
Feuchtwangen,DE,49.16287,10.3385,12267
Feucht,DE,49.37597,11.21433,13482
Felsberg,DE,51.13763,9.42139,11219
Fellbach,DE,48.80912,9.27697,43935
Feldkirchen-Westerham,DE,47.90748,11.84266,10399
Feldkirchen,DE,48.14811,11.731,5573
Fehrbellin,DE,52.8135,12.7644,9413
Faßberg,DE,52.9,10.16667,7299
Bad Fallingbostel,DE,52.86641,9.69558,13473
Falkenstein,DE,50.47788,12.37129,9528
Falkensee,DE,52.56014,13.0927,37468
Falkenberg,DE,51.58557,13.24347,7830
Eving,DE,51.55177,7.48087,22430
Everswinkel,DE,51.92595,7.8469,9576
Eutingen an der Enz,DE,48.91246,8.74898,5583
Eutin,DE,54.13503,10.61148,16984
Euskirchen,DE,50.66057,6.78722,54889
Ettlingen,DE,48.94094,8.40763,38942
Ettenheim,DE,48.25696,7.81247,11995
Esterwegen,DE,52.99288,7.63327,5208
Esslingen,DE,48.73961,9.30473,92390
Essingen,DE,48.80859,10.02773,6383
Essenbach,DE,48.61332,12.21833,11070
Essen,DE,52.72258,7.9371,8185
Essen,DE,51.45657,7.01228,593085
Espelkamp,DE,52.38251,8.62127,26378
Eslohe,DE,51.25369,8.16949,9304
Esens,DE,53.64866,7.61267,6856
Eschweiler,DE,50.81854,6.27184,55778
Eschwege,DE,51.18386,10.05329,21191
Eschborn,DE,50.14328,8.57111,21641
Erzhausen,DE,49.95528,8.6475,7297
Erwitte,DE,51.6127,8.3384,16081
Ertingen,DE,48.1,9.46667,5516
Erndtebrück,DE,50.98927,8.25288,7685
Erlensee,DE,50.16304,8.97823,12663
Erlenbach am Main,DE,49.80341,9.16311,10235
Erlangen,DE,49.59099,11.00783,102675
Erkrath,DE,51.22235,6.90831,47815
Erkner,DE,52.42,13.75437,11741
Erkelenz,DE,51.07947,6.31531,44650
Ergoldsbach,DE,48.69263,12.20442,7482
Ergolding,DE,48.57654,12.17102,11438
Erfurt,DE,50.97734,11.03536,213692
Erftstadt,DE,50.81481,6.79387,51207
Erdweg,DE,48.3318,11.30339,5629
Erding,DE,48.30603,11.90686,33519
Erbendorf,DE,49.83983,12.04593,5364
Erbach,DE,49.66148,8.99402,13771
Erbach,DE,48.32841,9.88752,13331
Eppstein,DE,50.14277,8.39231,13374
Eppingen,DE,49.13645,8.91229,21179
Eppertshausen,DE,49.95056,8.85389,5838
Eppendorf,DE,53.5924,9.98752,24806
Eppelheim,DE,49.4019,8.63644,14190
Eppelborn,DE,49.4,6.96667,18079
Ensdorf,DE,49.3,6.78333,6631
Ennigerloh,DE,51.83843,8.03093,20713
Ennepetal,DE,51.29848,7.3629,32607
Enkenbach-Alsenborn,DE,49.48333,7.9,7189
Eningen unter Achalm,DE,48.48686,9.25946,10715
Enger,DE,52.14063,8.55772,19852
Engen,DE,47.85534,8.77342,10190
Engelskirchen,DE,50.98854,7.41391,20786
Bad Endorf,DE,47.90901,12.29795,7465
Endingen,DE,48.14221,7.70049,9034
Endenich,DE,50.72377,7.07278,12650
Bad Endbach,DE,50.75,8.5,8734
Emstek,DE,52.83404,8.15716,11257
Emskirchen,DE,49.55282,10.71278,6197
Emsdetten,DE,52.1734,7.52781,35582
Emsbüren,DE,52.4,7.3,9623
Emmering,DE,48.18333,11.28333,6081
Emmerich,DE,51.83933,6.24792,30869
Emmendingen,DE,48.12096,7.85359,27383
Emlichheim,DE,52.61667,6.85,6820
Emden,DE,53.36592,7.20846,51526
Elze,DE,52.12263,9.73595,9582
Elzach,DE,48.17247,8.06992,7088
Elz,DE,50.41667,8.03333,7972
Eltville,DE,50.02858,8.11754,16845
Eltmann,DE,49.97148,10.66712,5614
Elsterwerda,DE,51.46043,13.52001,9694
Elsterberg,DE,50.60841,12.16787,5153
Elsfleth,DE,53.23748,8.45664,9310
Elsenfeld,DE,49.84289,9.16355,8727
Elsdorf,DE,50.93739,6.56828,21967
Elmshorn,DE,53.74912,9.66176,48703
Elmschenhagen,DE,54.28949,10.1899,17097
Ellwangen,DE,48.96164,10.13173,24477
Ellrich,DE,51.58656,10.66326,6423
Ellerau,DE,53.75579,9.93133,5500
Eitorf,DE,50.76667,7.45,19761
Eiterfeld,DE,50.76667,9.8,7613
Eißendorf,DE,53.45216,9.95131,24863
Eislingen,DE,48.69515,9.70676,21243
Eisfeld,DE,50.42648,10.90695,5855
Eisenhüttenstadt,DE,52.15,14.65,32052
Eisenberg,DE,50.9686,11.90207,11438
Eisenberg,DE,49.55859,8.07199,10006
Eisenach,DE,50.9807,10.31522,43846
Einhausen,DE,49.67667,8.54833,5933
Einfeld,DE,54.12112,9.98902,6117
Einbeck,DE,51.82018,9.86961,27931
Eilenburg,DE,51.45984,12.63338,17609
Eilbek,DE,53.56776,10.04718,22235
Eil,DE,50.89362,7.07967,8849
Eichwalde,DE,52.36667,13.61667,5849
Eichstätt,DE,48.88854,11.19675,13125
Eichlinghofen,DE,51.47926,7.4086,8170
Eichenzell,DE,50.49536,9.69672,11042
Eichendorf,DE,48.63266,12.85586,6617
Eichenau,DE,48.16667,11.31667,11637
Eibenstock,DE,50.49431,12.59978,6706
Eibau,DE,50.98272,14.66214,5103
Ehringshausen,DE,50.6,8.38333,9505
Ehrenfriedersdorf,DE,50.64934,12.97009,5360
Ehrang,DE,49.81606,6.69823,9175
Ehningen,DE,48.65882,8.94124,7652
Ehingen,DE,48.28259,9.72749,27276
Egling,DE,47.92316,11.50517,5061
Eggolsheim,DE,49.76961,11.05701,6313
Eggesin,DE,53.6783,14.08533,5598
